0,0,0.375254,0.878806
0,0,0.375254,0.878806
0,0,0.551577,0.892014
0.396407,-0.00595802,0.551577,0.892014
0.396407,-0.00595802,0.974333,1.17995
0.823712,0.233345,0.974333,1.17995
0.823712,0.233345,1.16938,1.40875
0.823712,0.233345,1.16938,1.40875
1.2304,0.68737,1.44114,1.77164
1.2304,0.68737,1.44114,1.77164
1.40188,0.897027,1.57614,1.9785
1.40188,0.897027,1.57614,1.9785
1.68076,1.35469,1.825,2.43391
1.68076,1.35469,1.825,2.43391
1.89492,1.81615,1.93808,2.68176
1.89492,1.81615,1.93808,2.68176
1.99438,2.01835,2.15744,3.19604
1.99438,2.01835,2.15744,3.19604
2.09294,2.5191,2.30084,3.67012
2.09294,2.5191,2.30084,3.67012
2.23062,3.01372,2.40817,3.92199
2.23062,3.01372,2.40817,3.92199
2.39981,3.50857,2.50602,4.39215
2.39981,3.50857,2.50602,4.39215
2.39981,3.50857,2.5726,4.69985
2.51949,4.02194,2.5726,4.69985
2.51949,4.02194,2.71294,5.20631
2.57046,4.25892,2.71294,5.20631
2.57046,4.25892,2.81,5.63
2.62027,4.53031,2.81,5.63
2.62027,4.53031,2.83968,5.65357
2.68845,4.79117,2.83968,5.65357
2.68845,4.79117,2.83968,5.65357
2.72492,5.05147,2.83968,5.65357
2.72492,5.05147,2.83968,5.65357
2.72492,5.05147,2.83968,5.65357
2.72492,5.05147,2.83968,5.65357
2.76975,5.30356,2.83968,5.65357
2.76975,5.30356,2.83968,5.65357
2.76975,5.30356,2.83968,5.65357
2.76975,5.30356,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.79159,5.42334,2.83968,5.65357
2.76437,5.432,2.83968,5.65357
2.76437,5.432,2.83968,5.65357
2.76437,5.432,2.83968,5.65357
2.76437,5.432,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74847,5.42952,2.83968,5.65357
2.74789,5.41877,2.83968,5.65357
2.74789,5.41877,2.83968,5.65357
2.74789,5.41877,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.74908,5.43281,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,2.83968,5.65357
2.75123,5.43408,1.7359,5.42
2.75123,5.43408,1.7359,5.42
2.75123,5.43408,1.70629,5.62999
2.57596,5.92081,1.58993,5.86996
2.57596,5.92081,1.58993,5.86996
2.34756,6.21592,1.17496,6.22361
